zone,block,cvar_lambda,actual,forecast,da_price,rt_price,oracle_profit,realized_profit,regret,squared_error,test_date,local_hour
z01,1,0.0,0.09025641,0.0,48.67,32.28,131.783384241,87.404307444,44.379076796999996,0.0081462195460881,2012-07-01,9
z01,1,0.0,0.539935897,0.38004353219771025,41.55,28.35,673.0300956105,609.7127191487932,63.31737646170677,0.025565568322068504,2012-07-01,10
z01,1,0.0,0.437435897,0.47425385551276433,41.3,28.28,541.983076383,533.5554456794282,8.427630703571822,0.0013555620690476342,2012-07-01,11
z01,1,0.0,0.365512821,0.4566029931017479,37.24,27.51,408.3509236212,384.0571747216638,24.29374889953624,0.008297419453526054,2012-07-01,12
z01,1,0.0,0.61974359,0.2459581947538013,29.44,25.21,547.3575386880001,499.92417203125734,47.43336665674275,0.13971552169935697,2012-07-01,13
z01,1,0.0,0.430576923,0.26735158964277045,26.41,22.15,341.1460960929,320.28589848984603,20.86019760305396,0.026642509449578713,2012-07-01,14
z01,1,0.0,0.137371795,0.20740748385253285,21.46,20.25,88.43996162100001,68.4377688847166,20.002192736283405,0.004904997713048796,2012-07-01,15
z01,1,0.0,0.117948718,0.11676810703828026,20.25,19.95,71.65384618499999,71.64322068634452,0.010625498655471688,1.3938422429327864e-06,2012-07-01,16
z01,1,0.0,0.026602564,0.021412657670847473,19.2,18.28,15.323076863999999,15.179835449315389,0.14324141468460994,2.6935127705377444e-05,2012-07-01,17
z01,1,0.0,0.000192308,4.5026799390180216e-05,18.08,16.73,0.10430785919999999,0.09834297057530232,0.00596488862469767,2.1691752053069983e-08,2012-07-01,18
z01,1,0.0,0.0,0.0,17.58,16.96,0.0,0.0,0.0,0.0,2012-07-01,19
z01,1,0.0,0.0,0.0,15.07,15.93,0.0,0.0,0.0,0.0,2012-07-01,20
z01,1,0.0,0.07275641,0.0,47.91,52.77,115.180672671,115.180672671,0.0,0.005293495196088099,2012-07-02,9
z01,1,0.0,0.598525641,0.17717903400874224,42.87,38.42,769.7638268901001,713.5140548567671,56.24977203333299,0.17753296322304546,2012-07-02,10
z01,1,0.0,0.717948718,0.2920978372913715,42.76,29.1,920.9846154504,746.4709245360041,174.51369091439597,0.18134897260031457,2012-07-02,11
z01,1,0.0,0.622435897,0.3645533970612222,38.51,26.27,719.1001918041,624.4057378265808,94.69445397751917,0.06650338377467374,2012-07-02,12
z01,1,0.0,0.710833333,0.3700039096607928,28.8,22.43,614.159999712,549.0274969118775,65.13250280012244,0.11616469581373651,2012-07-02,13
z01,1,0.0,0.57974359,0.2908137601809855,24.72,21.63,429.9378463439999,403.1540511197773,26.783795224222615,0.08348044655924468,2012-07-02,14
z01,1,0.0,0.406858974,0.21058231539200511,21.27,19.35,259.6167113094,248.3111757735795,11.305535535820496,0.038524526714319364,2012-07-02,15
z01,1,0.0,0.190769231,0.09288755335317697,19.83,17.57,113.4886155219,106.8522377774454,6.636377744454606,0.009580822818956577,2012-07-02,16
z01,1,0.0,0.025448718,0.017919579000845544,19.0,16.48,14.50576926,13.936566351663924,0.5692029083360755,5.668793406858854e-05,2012-07-02,17
z01,1,0.0,0.000448718,6.302180880784046e-06,18.45,16.3,0.248365413,0.21982959266681057,0.028535820333189438,1.957317570069268e-07,2012-07-02,18
z01,1,0.0,0.0,0.0,18.87,16.89,0.0,0.0,0.0,0.0,2012-07-02,19
z01,1,0.0,0.0,0.0,20.08,18.31,0.0,0.0,0.0,0.0,2012-07-02,20
z01,1,0.0,0.066282051,0.14553724770203488,52.95,84.0,167.03076851999998,-31.485617695036694,198.51638621503668,0.006281386204278242,2012-07-03,9
z01,1,0.0,0.58974359,0.5270348716007689,45.7,36.54,808.53846189,791.3061060738912,17.232355816108793,0.003932383363274064,2012-07-03,10
z01,1,0.0,0.691730769,0.6973433775546917,44.55,32.54,924.4981727685,922.7697699640826,1.728402804417442,3.150137478819846e-05,2012-07-03,11
z01,1,0.0,0.721858974,0.662758006596356,37.76,28.69,817.7218457472,801.6404725166685,16.081373230531426,0.003492924348046592,2012-07-03,12
z01,1,0.0,0.665769231,0.5663028395931153,29.03,25.85,579.8184232779,570.3293295376832,9.489093740216845,0.009893563019507572,2012-07-03,13
z01,1,0.0,0.554551282,0.5647822451075456,24.7,23.94,410.922499962,407.3651940895064,3.5573058724936004,0.00010467260610795841,2012-07-03,14
z01,1,0.0,0.396153846,0.39934563208228807,20.58,20.0,244.58538452039997,243.6556172346295,0.9297672857704811,1.0187498395087986e-05,2012-07-03,15
z01,1,0.0,0.172051282,0.17006765626792006,19.35,12.25,99.875769201,99.45325692006698,0.4225122809330202,3.934771044969682e-06,2012-07-03,16
z01,1,0.0,0.027307692,0.018885939956723653,18.31,15.81,15.0001152156,14.368483812354276,0.6316314032457235,7.092590747842936e-05,2012-07-03,17
z01,1,0.0,0.000384615,0.0003577482554173644,17.86,16.47,0.20607671699999996,0.2049563737509041,0.0011203432490958787,7.218219644685781e-10,2012-07-03,18
z01,1,0.0,0.0,0.0,18.37,17.98,0.0,0.0,0.0,0.0,2012-07-03,19
z01,1,0.0,0.0,0.0,19.95,19.99,0.0,0.0,0.0,0.0,2012-07-03,20
z01,1,0.0,0.076089744,0.08856476839668577,56.2,62.94,143.6726546208,115.24841288458404,28.424241736215947,0.00015562623369790512,2012-07-04,9
z01,1,0.0,0.605384615,0.48245993975928697,46.09,40.88,837.0653071605,817.8521804203765,19.21312674012347,0.015110475783034757,2012-07-04,10
z01,1,0.0,0.716089744,0.637066697286725,44.26,34.41,950.8239620832001,927.4726517794272,23.351310303772834,0.00624464191184844,2012-07-04,11
z01,1,0.0,0.755448718,0.6126007362908048,39.98,27.98,906.0851923692,854.6599189538897,51.425273415310244,0.02040554587839057,2012-07-04,12
z01,1,0.0,0.668782051,0.487870767145518,31.77,25.81,637.4161728081,605.0692352549186,32.34693755318142,0.03272889262587694,2012-07-04,13
z01,1,0.0,0.581858974,0.5037334484453957,25.81,32.45,566.439711189,466.09600825867716,100.34370293032288,0.006103597743183127,2012-07-04,14
z01,1,0.0,0.41275641,0.3717553732716036,21.65,17.99,268.085288295,263.5833744622221,4.501913832777916,0.0016810850128033143,2012-07-04,15
z01,1,0.0,0.193846154,0.16537830594266023,19.71,17.29,114.62123086020001,112.55446509123713,2.066765768962881,0.0008104183730157832,2012-07-04,16
z01,1,0.0,0.027115385,0.020294150360728416,18.91,16.73,15.382557910499997,14.936449165091638,0.44610874540835965,4.6529242003998514e-05,2012-07-04,17
z01,1,0.0,0.000448718,0.0002468732469589279,18.46,16.26,0.24850002840000004,0.23517827469928926,0.013321753700710787,4.074130433021139e-08,2012-07-04,18
z01,1,0.0,0.0,0.0,17.02,15.98,0.0,0.0,0.0,0.0,2012-07-04,19
z01,1,0.0,0.0,0.0,17.5,16.88,0.0,0.0,0.0,0.0,2012-07-04,20
z01,1,0.0,0.052179487,0.07507040366129752,45.21,35.15,70.77103821809999,62.156041732620665,8.614996485479324,0.0005239940655944687,2012-07-05,9
z01,1,0.0,0.60775641,0.49060117779480916,42.38,31.91,772.701499674,735.9030412383496,36.798458435650446,0.01372534843305219,2012-07-05,10
z01,1,0.0,0.656346154,0.6416685397870079,38.52,28.8,758.4736155624,754.1936232578914,4.279992304508596,0.00021543235898542694,2012-07-05,11
z01,1,0.0,0.536987179,0.6373264480895879,35.03,27.81,564.3198264111,533.3300431527808,30.98978325831922,0.01006796892143273,2012-07-05,12
z01,1,0.0,0.351923077,0.54143795199497,27.97,24.19,295.29865391069995,237.2786749309899,58.01997897971006,0.035915887844359125,2012-07-05,13
z01,1,0.0,0.401602564,0.512863193494168,24.61,24.23,296.50317300119997,256.69968279966145,39.80349020153852,0.012378927675438522,2012-07-05,14
z01,1,0.0,0.193717949,0.38365783059235964,22.38,17.27,130.0622309586,95.41719655615356,34.64503440244644,0.0360771586193196,2012-07-05,15
